institute_▲▼,opening_rank_▲▼,closing_rank_▲▼,category_▲▼,round_▲▼,program_▲▼,stream_▲▼,seat_type_▲▼,quota_▲▼
"Aliah University, New Town",6539,11929,Open,Round 2,Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Aliah University, New Town",13278,16331,Open,Round 2,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Aliah University, New Town",4115,5280,Open,Round 2,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Aliah University, New Town",5722,8212,Open,Round 2,Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Kaji Nazrul University, Asansol",21864,25471,Open,Round 2,Mining Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India
"Kaji Nazrul University, Asansol",40245,48382,OBC - A,Round 2,Mining Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Kaji Nazrul University, Asansol",30386,31691,OBC - B,Round 2,Mining Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Kaji Nazrul University, Asansol",74358,102492,EWS,Round 2,Mining Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Kaji Nazrul University, Asansol",37115,45719,SC,Round 2,Mining Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Kaji Nazrul University, Asansol",15695,27263,Open,Round 2,Metallurgical And Materials Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India
"Kaji Nazrul University, Asansol",48310,50812,OBC - A,Round 2,Metallurgical And Materials Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Kaji Nazrul University, Asansol",28570,29852,OBC - B,Round 2,Metallurgical And Materials Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Kaji Nazrul University, Asansol",95150,105790,EWS,Round 2,Metallurgical And Materials Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Kaji Nazrul University, Asansol",39159,45341,SC,Round 2,Metallurgical And Materials Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Kaji Nazrul University, Asansol",25901,25901,Tuition Fee Waiver,Round 2,Metallurgical And Materials Engineeringwith Tfw,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Kaji Nazrul University, Asansol",8061,13121,Open,Round 2,Computer Science & Engineering (Data Science),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India
"Kaji Nazrul University, Asansol",20495,29801,OBC - A,Round 2,Computer Science & Engineering (Data Science),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Kaji Nazrul University, Asansol",13904,14641,OBC - B,Round 2,Computer Science & Engineering (Data Science),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Kaji Nazrul University, Asansol",29028,38040,EWS,Round 2,Computer Science & Engineering (Data Science),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Kaji Nazrul University, Asansol",22326,25308,SC,Round 2,Computer Science & Engineering (Data Science),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Kaji Nazrul University, Asansol",11529,11529,Tuition Fee Waiver,Round 2,Computer Science & Engineering (Data Science) (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
Swami Vivekananda University,309331,1107334,Open,Round 2,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India
Swami Vivekananda University,57140,96391,Open,Round 2,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India
Swami Vivekananda University,24422,24422,Tuition Fee Waiver,Round 2,Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
Swami Vivekananda University,1271446,1271446,Open,Round 2,Data Science,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,31382,34834,OBC - A,Round 2,Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,19124,19904,OBC - B,Round 2,Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,29624,55223,EWS,Round 2,Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,15700,18900,Open,Round 2,Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,26491,31379,SC,Round 2,Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,14846,14846,Tuition Fee Waiver,Round 2,Electrical Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,21472,23799,OBC - A,Round 2,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,9161,9697,OBC - B,Round 2,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,17663,19520,EWS,Round 2,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,7518,8971,Open,Round 2,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,19094,21797,SC,Round 2,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,62082,74836,ST,Round 2,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,7593,7593,Tuition Fee Waiver,Round 2,Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,24683,31641,OBC - A,Round 2,Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,15001,16929,OBC - B,Round 2,Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,33298,42992,EWS,Round 2,Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,10054,14504,Open,Round 2,Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,22417,25754,SC,Round 2,Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,94430,106764,ST,Round 2,Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,12805,12805,Tuition Fee Waiver,Round 2,Electronics & Communication Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,18818,24674,OBC - A,Round 2,ARTIFICIAL INTELLIGENCE (AI),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,11381,12040,OBC - B,Round 2,ARTIFICIAL INTELLIGENCE (AI),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,19596,23815,EWS,Round 2,ARTIFICIAL INTELLIGENCE (AI),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,9991,10946,Open,Round 2,ARTIFICIAL INTELLIGENCE (AI),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,19435,22156,SC,Round 2,ARTIFICIAL INTELLIGENCE (AI),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,10516,10516,Tuition Fee Waiver,Round 2,ARTIFICIAL INTELLIGENCE (AI) -TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
UNIVERSITY OF ENGINEERING AND MANAGEMENT KOLKATA,4194,5975,Open,Round 2,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India
UNIVERSITY OF ENGINEERING AND MANAGEMENT KOLKATA,10350,14288,EWS,Round 2,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
UNIVERSITY OF ENGINEERING AND MANAGEMENT KOLKATA,3158,3586,Tuition Fee Waiver,Round 2,Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
UNIVERSITY OF ENGINEERING AND MANAGEMENT KOLKATA,8099,14364,Open,Round 2,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India
UNIVERSITY OF ENGINEERING AND MANAGEMENT KOLKATA,29337,29337,EWS,Round 2,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
UNIVERSITY OF ENGINEERING AND MANAGEMENT KOLKATA,13494,21045,Open,Round 2,Computer Science & Engineering (Cyber Security),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India
UNIVERSITY OF ENGINEERING AND MANAGEMENT KOLKATA,32551,99522,EWS,Round 2,Computer Science & Engineering (Cyber Security),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
UNIVERSITY OF ENGINEERING AND MANAGEMENT KOLKATA,9993,9993,Tuition Fee Waiver,Round 2,Computer Science & Engineering (Cyber Security) (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
UNIVERSITY OF ENGINEERING AND MANAGEMENT KOLKATA,10415,18603,Open,Round 2,Computer Science & Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India
